Naam aanvrager;Vestigingsplaats;Toegekend bedrag
UKOMST B.V.;NOORDWIJKERHOUT;79.170
UKRAINE INTERNATIONAL AIRLINES;AMSTERDAM-DUIVENDRECHT;15.300
UKTOLSEJA;ROTTERDAM;2.463
ULDERINK MATERIEEL B.V.;ZWOLLE;2.823
ULENS;GELEEN;4.704
ULENS;GELEEN;2.553
ULI THE URBAN LAND INSTITUTE INC;WASHINGTON DC;5.211
ULICOTEN V.O.F.;DE RIPS;13.740
U-LIGHT B.V.;BREDA;2.133
ULIJN;IJZENDIJKE;6.012
ULIJN;SLUIS;5.994
ULLA POPKEN C.V.;AMSTERDAM;103.044
ULLAH;OOSTBURG;15.060
ULLAH;OOSTBURG;1.740
ULLINGS;BREDA;3.270
UL-TEAM B.V.;CULEMBORG;3.630
ULTEE;MONTFOORT;23.400
ULTIMATECHARGE B.V.;ZOETERWOUDE;1.737
ULTRA MULTIDIENSTEN ZAANDAM B.V.;ZAANDAM;64.374
ULTRA MULTIDIENSTEN ZAANDAM B.V.;ZAANDAM;24.225
ULTRA TYRE INTERNATIONAL B.V.;AMSTELVEEN;9.717
ULTRA-LITE AANHANGWAGENS B.V.;PUTTEN;14.802
ULTRASONIC CLEANING PRODUCTS B.V.;ZWAAGDIJK-OOST;2.211
ULTRASPORT B.V.;NIJMEGEN;11.799
ULTRASUN INTERNATIONAL B.V.;HENGELO OV;43.431
ULTRO INTERNATIONAL B.V.;SCHIEDAM;21.762
ULU;UTRECHT;918
ULUC;'S-GRAVENHAGE;11.475
ULUDAG;OSS;99
ULUSOY;ZAANDAM;70.503
UMAI DELFT B.V.;DELFT;17.637
UMAI URK B.V.;URK;30.888
UMAIMON TAKUMI B.V.;AMSTERDAM;43.404
UMAMI;MAASTRICHT;17.691
UMAMI BY HAN AMSTERDAM B.V.;AMSTERDAM;32.232
UMAMI BY HAN MARKTHAL B.V.;ROTTERDAM;17.592
UMAMI RESTAURANT AMSTERDAM B.V.;AMSTERDAM;72.003
UMAMI RESTAURANT B.V.;UTRECHT;68.190
UMAMI RESTAURANT DEN HAAG B.V.;'S-GRAVENHAGE;33.684
UMAMI RESTAURANT EINDHOVEN V.O.F.;EINDHOVEN;23.775
UMAMI RESTAURANT ROTTERDAM B.V.;ROTTERDAM;31.272
UME ROERMOND B.V.;ROERMOND;35.733
UMMELS;AMSTERDAM;12.177
UMMIE B.V.;LELYSTAD;17.859
UNA PALOMA BLANCA B.V.;EINDHOVEN;6.891
UNAL;AMERSFOORT;3.335
UNAL;'S-GRAVENHAGE;1.500
UNAL UITZENDBUREAU B.V.;POELDIJK;5.967
UNBRANDED B.V.;HILVERSUM;246.423
UNCHAISRI-BIRR;ALMERE;1.494
UNCLE BUCK B.V.;SOMEREN;8.571
UNCONSTRAINED ROBOTICS B.V.;VENLO;91.830
UNCONVENTIONAL WARDROBE B.V.;ROTTERDAM;6.603
UNCOVER B.V.;AMSTERDAM;12.255
UNDAGRID B.V.;ENSCHEDE;47.922
UNDER CONSTRUCTION, BUILDING BRANDS AND IMAGES B.V.;HILVARENBEEK;19.188
UNDERCURRENT EVENTS B.V.;AMSTERDAM;18.036
UNDERDOG CAFE B.V.;EINDHOVEN;21.318
UNDERGROUND CREW MAGERE BRUG B.V.;AMSTERDAM;1.164
UNDISPUTED UTRECHT B.V.;UTRECHT;10.581
UNEKEN B.V.;ZWOLLE;12.768
UNGLAUB;OSS;1.206
UNI COLORS B.V.;RIJSWIJK ZH;152.418
UNI H.O.D.N. OLYMPIA UITZENDBUREAU B.V.;ZEVENAAR;5.553
UNICO TRAVEL B.V.;KRIMPEN AAN DEN IJSSEL;4.725
UNICON MAXTENSION B.V.;UTRECHT;19.890
UNICON REPROSERVICE B.V.;UTRECHT;14.736
UNICOO B.V.;RIDDERKERK;19.062
UNICOVER B.V.;VENLO;4.791
UNICUM ELZENHAGEN B.V.;POELDIJK;31.668
UNICUM ID B.V.;NIJKERK GLD;51.783
UNICUM MOERDIJK B.V.;ZEVENBERGEN;8.889
UNICUM SCHIEDAM B.V.;SCHIEDAM;30.429
UNIEK ADVERTISING B.V.;AMSTERDAM;25.215
UNIEK GROEP B.V.;HARLINGEN;11.358
UNIEK INCASSO B.V.;LEEUWARDEN;1.161
UNIEK LUNCHCAFE V.O.F.;VENRAY;8.286
UNIEK MODE B.V.;REUSEL;13.434
UNIEK VERPAKKINGEN B.V.;VEENENDAAL;3.975
UNIEKON B.V.;HOUTEN;4.182
UNIEPAPIER VEENDAM B.V.;VEENDAM;1.305
UNIFLORA B.V.;'S-GRAVENHAGE;65.451
UNIFOUR B.V.;ULFT;28.776
UNIGLOBE ADVANCED & PRIORITY TRAVEL B.V.;ROTTERDAM;135.354
UNIGLOBE EASY TRAVEL B.V.;ROTTERDAM;78.993
UNIGLOBE TRAVEL HOLLAND B.V.;SCHIPHOL;52.311
UNIGLOBE WESTLAND GROUP TRAVEL B.V.;WATERINGEN;12.027
UNIGOLF GROEP B.V.;VLEUTEN;4.800
UNIGOLF LELYSTAD B.V.;VLEUTEN;24.507
UNIGOLF ONDERHOUD B.V.;VLEUTEN;13.410
UNIK GROOTHANDEL;LEEUWARDEN;2.226
UNIKRACHT B.V.;AMSTERDAM;12.444
UNILAC HOLLAND B.V.;AMERSFOORT;38.646
UNI-LAS B.V.;'S-HERTOGENBOSCH;2.391
UNILUMIN LED EUROPE B.V.;HOOFDDORP;10.881
UNIMOP B.V.;WOENSDRECHT;981
UNIPAK B.V.;STEENBERGEN NB;55.428
UNIPLAN NOORD B.V.;GRONINGEN;33.510
UNIQ TEGELS B.V.;ROTTERDAM;3.174
UNIQUE DESIGN B.V.;TILBURG;1.704
UNIQUE JACHT- EN OUTDOOR MIDDEN     NEDERLAND B.V.;NIEUWEGEIN;2.754
UNIQUE MAATWERK B.V.;NISTELRODE;15.609
UNIQUE MUSHROOMS B.V.;'S-GRAVENHAGE;1.446
UNIQUE SALES FORCE B.V.;UTRECHT;103.838
UNIQUE WONEN B.V.;ROTTERDAM;12.264
UNIRED LIGHTING B.V.;VRIEZENVEEN;15.090
UNIS GROUP B.V.;GROU;79.911
UNIS GROUP FACILITIES B.V.;GROU;175.005
UNIS GROUP R&D B.V.;GROU;240.672
UNIS STOCK B.V.;GROU;61.257
UNI-SCAN B.V.;VELDHOVEN;66.966
UNISERVICE UITZENDBUREAU B.V.;ARNHEM;15.135
UNISOLVIT B.V.;PURMEREND;11.439
UNISPRAY B.V.;VIANEN UT;1.890
UNISSANT GRAFISCHE GROEP B.V.;HOOFDDORP;2.739
UNISUN ENERGY B.V.;ROTTERDAM;85.350
UNIT 13 OUTDOOR ADVENTURES B.V.;SITTARD;4.488
UNIT CATERING B.V.;MEDEMBLIK;5.829
UNIT MAINTENANCE & LOGISTICS        SERVICES B.V.;HARDINXVELD-GIESSENDAM;16.020
UNIT STAAL B.V.;'S-GRAVENHAGE;25.866
UNIT6 LOGISTICS B.V.;AALSMEER;2.901
UNITED AIRLINES INC.;SCHIPHOL;269.880
UNITED ATLANTIC B.V.;SCHIPHOL;28.710
UNITED ATLANTIC CORPORATE CENTER C.V.;SCHIPHOL;231.651
UNITED BRANDS B.V.;ROSMALEN;34.800
UNITED BRANDS GROUP PROMOTIONAL B.V.;BREDA;12.789
UNITED BUSINESS MACHINES            NEDERLAND B.V.;MIERLO;14.889
UNITED CARE COMPANY B.V.;LEUSDEN;4.515
UNITED CONTRARIANS B.V.;AMSTERDAM;8.259
UNITED DRIVERS SERVICES B.V.;WAGENINGEN;9.915
UNITED ELECTRIC AUTOMATION B.V.;GOIRLE;4.455
UNITED FAIRS B.V.;EDE GLD;27.642
UNITED FASHION BENELUX V.O.F.;AMSTERDAM;3.648
UNITED FOILS FACILITY SERVICES B.V.;WAALWIJK;3.465
UNITED HORECA INVESTMENTS B.V.;SCHAGEN;48.165
UNITED INDUSTRIAL FAIRS B.V.;EDE GLD;11.409
UNITED LOGISTIC SERVICES B.V. (ULS);ROTTERDAM;1.278
UNITED MICE TRAVEL & TRADING B.V.;AMSTERDAM;44.883
UNITED SOFT DRINKS B.V.;UTRECHT;170.136
UNITED SPRINGS B.V.;HENGELO OV;50.598
UNITED WORK B.V.;EMMEN;3.618
UNITEQ SERVICES B.V.;WEERT;64.389
UNITEX HOLDING B.V.;SCHERPENZEEL GLD;12.783
UNITY B.V.;UTRECHT;132.768
UNITY EVENT CREW B.V.;VALKENSWAARD;28.731
UNITY INTERNATIONAL B.V.;STEENWIJK;519
UNIVACANCE RESTAURANT-              EXPLOITATIE B.V.;HELLEVOETSLUIS;49.308
UNIVACCO FOILS (HOLLAND) B.V.;WAALWIJK;9.465
UNIVATE B.V.;HOOFDDORP;21.933
UNIVERS & CO B.V.;AMSTERDAM;1.602
UNIVERSAE B.V.;HOEVEN;14.568
UNIVERSAL DRILLING & CUTTING        EQUIPMENT LTD.;OOSTVOORNE;16.761
UNIVERSAL NAILS V.O.F.;AMSTERDAM;36.954
UNIVERSAL PEOPLE B.V.;STELLENDAM;16.497
UNIVERSAL SOUL SERVICE B.V.;AMERSFOORT;6.396
UNIVERSEEL AUTOBEDRIJF              MARK VAN SCHIJNDEL B.V.;GEFFEN;8.565
UNIVERSEEL AUTOSCHADEHERSTELBEDRIJF B.V.;UTRECHT;124.269
UNIVERSITY INDUSTRY INNOVATION      NETWORK B.V.;AMSTERDAM;28.218
UNIVESTE B.V.;GRONINGEN;16.941
UNIVIEW EUROPE B.V.;EINDHOVEN;13.107
UNIWARE COMPUTER SYSTEMS B.V.;VLAARDINGEN;44.364
UNIWORK B.V.;GRONINGEN;4.878
UNLEASHED PROMOTIONS B.V.;CAPELLE AAN DEN IJSSEL;17.220
UNLIMITED BOOKINGS B.V.;AMSTERDAM;6.129
UNLIMITED FOOTWEAR GROUP B.V.;WAALWIJK;246.558
UNLIMITED FX B.V.;'S-HERTOGENBOSCH;12.198
UNLIMITED PEOPLE B.V.;VOORBURG;7.377
UNLIMITED PR B.V.;AMSTERDAM;38.451
UNLIMITED PRIVE B.V.;ROTTERDAM;6.000
UNLIMITED PRODUCTIONS B.V.;BREDA;89.484
UNLIMITED SNOW DEVELOPMENT B.V.;HAARLEM;69.624
UNLOCK SCHEVENINGEN B.V.;'S-GRAVENHAGE;3.726
UNLU;GRONINGEN;12.015
UNLU;WEERT;3.582
UNLU;DOETINCHEM;963
UNMANAGEABLE ARTISTS B.V.;AMSTERDAM;429
UNO ARCHITEKTEN & INGENIEURS B.V.;SCHIEDAM;6.303
UNO BEDRIJFSADVISEURS B.V.;ZUIDLAREN;31.041
UNO CINCO B.V.;EINDHOVEN;11.028
UNO FUSION B.V.;LELYSTAD;27.912
UNO V.O.F.;OEGSTGEEST;1.554
UNO ZWOLLE B.V.;ZWOLLE;46.941
UNTILL SOFTWARE DEVELOPMENT GROUP BV;WEMELDINGE;8.244
UNTITLED HAARLEM C.V.;HAARLEM;1.830
UNTRAKUL;AMSTERDAM;4.011
UNYT MEDIA GROUP B.V.;LEEUWARDEN;2.499
UP EVENTS B.V.;AMSTERDAM;30.696
UP FITNESS B.V.;AMSTERDAM;19.572
UP THE GAME B.V.;BUNNIK;5.565
UP TO DO GOOD B.V.;AMSTERDAM;9.555
UP! B.V.;EINDHOVEN;1.773
UPCYCLE B.V.;PANNERDEN;2.679
UPLIFT B.V.;AMSTERDAM;39.825
UPLUS TRADING B.V.;ROTTERDAM;19.575
UPMOST B.V.;AMSTERDAM;8.211
UPPELSCHOTEN;NIEUWEGEIN;2.847
UPPIG B.V.;AMSTERDAM;6.051
UPSIDE-DOWN RENTAL & FACILITIES B.V.;HAARLEM;9.516
UPTA HORECA AUTOMATISERING B.V.;WEMELDINGE;18.324
UPUCO COACH A COLLEAGUE B.V.;ROTTERDAM;10.338
URA PROJECTMANAGEMENT B.V.;ALKMAAR;9.621
URAL;'S-GRAVENHAGE;2.940
URBAAN;HUIZEN;1.095
URBAIN TRADE B.V.;AMSTERDAM;32.847
URBAN;LAREN GLD;3.219
URBAN AXE THROWING B.V.;DELFT;1.935
URBAN EVENTS B.V.;EDE GLD;10.584
URBAN GYM GROUP B.V.;AMSTERDAM;7.932
URBAN JOURNALIST PROPERTIES B.V.;VEGHEL;35.673
URBAN JUMP B.V.;EMMEN;14.313
URBAN RESIDENCES MAASTRICHT B.V.;MAASTRICHT;5.529
URBAN RESIDENCES ROTTERDAM B.V.;ROTTERDAM;30.180
URBAN SALAD B.V.;AMSTERDAM;35.460
URBAN SHOES B.V.;GOES;7.107
URBAN SOLUTIONS MARKETING B.V.;AMERSFOORT;12.267
URBAN WEAR B.V.;GOES;2.658
URBANA ZWOLLE B.V.;ZWOLLE;44.583
URBANUS;'S-GRAVENHAGE;873
URBIS BUREAU VOOR STADSONTWERP B.V.;ROTTERDAM;4.716
URINGA;HOOGHALEN;2.436
URKER VOSSENFARM B.V.;URK;34.629
URKER ZEEVISHANDEL GEBR.POST B.V.;URK;46.425
URLINGS;ECHT;6.852
UROGYN B.V.;NIJMEGEN;8.370
URSCHEL B.V.;WIJK BIJ DUURSTEDE;18.903
URSEM-ZUURBIER CV;HEERHUGOWAARD;78.378
URUS;'S-GRAVENHAGE;1.119
URW EUROPA B.V.;NIEUWEGEIN;8.523
US STYLE B.V.;LEENDE;2.616
US WURK UITZENDBUREAU B.V.;BOLSWARD;79.566
US WURK UITZENDBUREAU B.V.;BOLSWARD;20.643
US WURK UITZENDBUREAU B.V.;BOLSWARD;12.072
US WURK UITZENDBUREAU B.V.;BOLSWARD;2.034
USANMAZ;DIEREN;4.479
USE IT B.V.;AMSTERDAM;18.894
USED PRODUCTS ALKMAAR B.V.;ALKMAAR;3.921
USED PRODUCTS ALMERE B.V.;ALMERE;5.253
USED PRODUCTS AMSTERDAM WEST B.V.;AMSTERDAM;3.336
USED PRODUCTS BIJLMER B.V.;AMSTERDAM;3.330
USED PRODUCTS DEN HAAG B.V.;'S-GRAVENHAGE;2.595
USED PRODUCTS DEN HELDER B.V.;DEN HELDER;2.748
USED PRODUCTS FRANCHISE B.V.;ZAANDAM;4.227
USED PRODUCTS HOOFDDORP B.V.;HOOFDDORP;765
USED PRODUCTS LELYSTAD B.V.;LELYSTAD;2.016
USED PRODUCTS OSDORP B.V.;AMSTERDAM;2.052
USED PRODUCTS ROTTERDAM B.V.;ROTTERDAM;1.845
USED PRODUCTS ROTTERDAM ZUID B.V.;ROTTERDAM;2.115
USED PRODUCTS UTRECHT-NOORD B.V.;UTRECHT;1.689
USER GROUP HOLDING B.V.;PURMEREND;5.481
USG BEVEILIGING B.V.;AMERSFOORT;1.608
USHIO EUROPE B.V.;OUDE MEER;125.373
USINE EINDHOVEN B.V.;EINDHOVEN;91.520
USKIN B.V.;BEST;6.720
USLU;BORNE;24.060
USP DISPLAY B.V.;DRONTEN;39.063
USP GROUP B.V.;WOERDEN;16.959
USP VASTGOED B.V.;HEM;6.963
USPX B.V.;UTRECHT;7.272
USTUDY B.V.;'S-GRAVENHAGE;5.145
UT QUALITY B.V.;DORDRECHT;90.138
UTAMA PRIAKUSUMA;ROTTERDAM;1.875
UTAN;'S-GRAVENHAGE;1.500
UTICON B.V.;EINDHOVEN;217.425
UTICON INGENIEURSGROEP B.V.;EINDHOVEN;48.582
UTOPIA EXPLOITATIE B.V.;AMSTERDAM;48.144
UTOPIA NEDERLAND B.V.;UTRECHT;47.718
UTOPIA NEDERLAND B.V.;UTRECHT;42.507
UTOPIA NEDERLAND B.V.;UTRECHT;27.285
UTOPIA NEDERLAND B.V.;UTRECHT;17.652
UTOPIA NEDERLAND B.V.;UTRECHT;16.488
UTRAMED B.V.;MAASTRICHT-AIRPORT;1.821
UTRECHT CITY APARTMENTS B.V.;UTRECHT;18.048
UTRECHT CITY CONCEPTS B.V.;UTRECHT;82.059
UTRECHT VICTORIA HOTEL C.V.;UTRECHT;116.370
UTRECHTSCHE IJZERHANDEL             W. PIJPER B.V.;UTRECHT;2.949
"UTRECHTSE CHRISTELIJKE              OMNI VERENIGING ""DESTO""";VLEUTEN;261
"UTRECHTSE FILM ONDERNEMING ""UFIO""   B.V.";UTRECHT;19.248
"UTRECHTSE SPORTVERENIGING           ""ELINKWIJK""";UTRECHT;696
UTRIO3 B.V.;AMSTERDAM;7.535
UTS BERNARDT B.V.;ELSLOO LB;283.098
UTS VAN DEN BERG VERHUIZINGEN B.V.;BREDA;35.715
UULDERS;NIEUWLEUSEN;3.666
UUM B.V.;HAARLEM;11.412
UVA SUN POINT B.V.;VENLO;2.157
UVA TALEN B.V.;AMSTERDAM;47.511
UVOBA B.V.;'S-GRAVENHAGE;6.051
UW CHEF TRICHT B.V.;TRICHT;3.804
UW KAPPER B.V.;HELLEVOETSLUIS;30.888
UXUS EUROPE B.V.;AMSTERDAM;217.200
UYGUR;VEENENDAAL;1.209
UYSAL;AMSTERDAM;4.410
UYTDEWILLIGEN HORECA BEHEER V.O.F.;OOSTKAPELLE;18.294
UYTERLINDE KOELTECHNIEK B.V.;SCHELLUINEN;41.121
UYTEWAAL CATERING B.V.;HOUTEN;49.476
UYTTERHOEVEN;VENRAY;7.470
UZMAN PERSONEELSDIENSTEN B.V.;'S-GRAVENHAGE;15.342
UZOR;ROTTERDAM;40.350
UZUN;VLAARDINGEN;2.391
UZURII B.V.;OOSTZAAN;23.916
V & B MAGAZIJN ONDERWIJS ROTTERDAM  B.V.;SCHIEDAM;17.238
V & H FLOWERS B.V.;HONSELERSDIJK;78.774
V & H HOLDING B.V.;HONSELERSDIJK;10.764
V & S BOUW B.V.;DOETINCHEM;12.753
V ANTHONISSE;GOES;11.973
V EN R ZEEFDRUK B.V.;VEENENDAAL;20.034
V Esselink-KOP;ARNHEM;21.651
V HENDRIKS;BAVEL;23.607
V KUNZ;HOEK VAN HOLLAND;39.717
V O F BOWLING EN PARTYCENTRUM       PUTTER ENG;PUTTEN;15.156
V O F DE LA BOURSE;MAASTRICHT;61.800
V O F DE POSTHOORN;EPE;19.839
V O F HEIJ;BARNEVELD;4.047
V O F LOFT;BUSSUM;14.883
V O F MACHELP;KAMPEN;11.361
V O F OPUS;EDE GLD;6.087
V O F SLAGERIJ NIEK VAN DER VLIS;DRONTEN;420
V O F VAN DEN BROEK;PUTTEN;8.229
V O F ZAAL-RESTAURANT REIMINK;HEETEN;12.045
V OZTURK;ZAANDAM;4.032
V SARKISIAN;ALKMAAR;4.188
V SPIEGELENBERG;VORDEN;6.891
V STINGA;HOENSBROEK;10.812
V V UNICUM;LELYSTAD;747
V van der ROEST;AMSTERDAM;6.030
V van 't WESTEINDE;MIDDELBURG;4.716
V VASILEIOU;LANDGRAAF;732
V&R ACADEMIE B.V.;BREDA;52.203
V&R HOLDING B.V.;MIDDELHARNIS;31.749
V&V INFRA B.V.;OOSTVOORNE;9.411
V. AARLE INTERIEURSPUITERIJ B.V.;SINT-OEDENRODE;4.800
V. DE GROOT B.V.;NOORDWIJKERHOUT;8.352
V. SPEET METAALBEWERKING B.V.;NIEUWKOOP;19.893
V.A. BURG SCHILDERSBEDRIJF B.V.;'S-HERTOGENBOSCH;13.737
V.B. LUU V.O.F.;APELDOORN;2.010
V.B. SCHOON B.V.;ALMERE;19.986
V.B.I. VERZEKERINGSBEHEER           INTERNATIONAL B.V.;ROTTERDAM;19.755
V.C. VERWEIJ COMPUTERS V.O.F.;LINSCHOTEN;6.120
V.C.T. CONTAINER TRANSPORT B.V.;ROZENBURG ZH;3.558
V.D. HEUVEL BEDRIJFSWAGENS B.V.;ROOSENDAAL;14.154
V.D.DRIES DOE HET ZELF V.O.F.;BERKEL-ENSCHOT;5.472
V.D.H. PRODUCTS B.V.;RODEN;130.095
V.D.H.TRANSPORT B.V.;TIEL;75.219
V.D.I. ISOLATIE B.V.;RIDDERKERK;15.453
V.D.T. TAXI B.V.;ROTTERDAM;1.773
V.D.V. VERZEKERING B.V.;ROTTERDAM;13.716
V.H. MARKETING B.V.;NIJMEGEN;78.378
V.I.A. B.V.;AMERSFOORT;14.493
V.I.A. PROJECT SERVICE B.V.;REEUWIJK;12.528
V.N.K. PROFAAN B.V.;SCHIJNDEL;1.719
V.O.F  DE ZONNEROOS LUXE &          VOOR GROEPEN;MUNNEKEBUREN;1.338
V.O.F  VICTOR EN WIJTMAN BEGRAAF-   PLAATSWERKEN;DEN HOORN ZH;17.016
"V.O.F ""FA DE TRIANGEL""";URETERP;8.244
"V.O.F ""JACOB COIFFURES""";GRONINGEN;17.610
V.O.F (H.P.S) HOLLAND PAKKET SERVICE;AMERSFOORT;17.766
V.O.F AERTS;DIESSEN;13.197
V.O.F AQUARIUS INTERNATIONAL        TAPIJT EN MEUBELREINIGING;ZWANENBURG;9.018
V.O.F AUTO HOOGEBOOM;NOORD-SCHARWOUDE;7.152
V.O.F AUTOSCHADE IJMUIDEN;IJMUIDEN;23.820
V.O.F BB INTERIEUR & VERLICHTING;ROTTERDAM;1.683
V.O.F BERENTSEN;LOO GLD;13.758
"V.O.F BRASSERIE ""POMPA""";AMSTERDAM;21.945
V.O.F CAFE DE MUTS;NIJMEGEN;1.842
V.O.F CAFE RESTAURANT AQUARIUS;HELLEVOETSLUIS;10.602
V.O.F CAKIRER;HAARLEM;2.454
V.O.F CARCLEANING ANJA DE ROOS;GORREDIJK;5.607
V.O.F CHINEES SPECIALITEITEN        RESTAURANT DE LANGE MUUR;OOSTVOORNE;2.100
V.O.F COPPENS HORECA EXPLOITATIE;OISTERWIJK;3.942
V.O.F CROISSANTERIE L'AMOUR;AMSTERDAM;28.848
V.O.F DE GROTE MUUR;LEERSUM;2.712
V.O.F DE KOPEREN BEL;ZAANDAM;52.815
V.O.F DE RUIJTER;WIJK AAN ZEE;645
V.O.F DE VISSCHER HORECA;MARKEN;52.221
V.O.F DE VRIES EN SINNEMA;STIENS;4.044
V.O.F DIERENPENSION DE              DRIEHOEK;DEDEMSVAART;2.184
V.O.F EDERVEEN PARTNERS;RIJSWIJK ZH;7.431
V.O.F EFFE ANDERS;WINTERSWIJK;6.276
V.O.F FIORI DI ROSE;HUISSEN;3.675
V.O.F FORMOSA ARGENTIJNS RESTAURANT;AMSTERDAM;12.696
V.O.F FOTOLABORATORIUM BEKKEMA-HOFMA;DRACHTEN;1.368
V.O.F GLAZENWASSERIJ & SCHOONMAAK-  BEDRIJF F. BROERSE;VIJFHUIZEN;3.234
V.O.F GRIEKS RESTAURANT OLYMPIA;WAALRE;9.978
"V.O.F GRIEKS SPECIALITEITEN         RESTAURANT ""PARTHENON""";HOUTEN;3.054
V.O.F GRIEKS SPECIALITEITEN RESTAURANT KRETA;WADDINXVEEN;9.429
V.O.F HABELLA JEWEL;'S-GRAVENHAGE;2.448
V.O.F HAIR FASHION GIGI VOOR        HEM & HAAR;BRUNSSUM;1.065
V.O.F HET MIDDELPUNT;ZWARTSLUIS;14.733
V.O.F HORECA DE DUINHOEVE;BURGH-HAAMSTEDE;28.110
V.O.F HORECASLAGERIJ VAN DER HEIJDEN;SON EN BREUGEL;57.999
V.O.F HOTEL-RESTAURANT DE ABDIJ;HORN;3.489
V.O.F JIAN FANG;OUD-BEIJERLAND;1.041
V.O.F KAPSALON KEES & SITA;GORREDIJK;6.537
V.O.F KAPSALON MICHEL;AMSTERDAM;6.252
V.O.F KAPSALON VAN DEN BERG;RUINERWOLD;17.379
"V.O.F KIOSK 'DE SCHAOPVOLTE""";EEXT;1.728
V.O.F KLOOSTER;ANSEN;11.961
V.O.F KRAAN MODE;AALSMEER;4.563
V.O.F KRIJGH;HENGELO GLD;12.252
V.O.F LEO HAIRFASHION;DRACHTEN;2.403
V.O.F LUNCH & CO;HAARLEM;5.964
V.O.F LUNCHROOM RAAIJMAKERS;HELMOND;1.863
V.O.F MARTIEN OLSTHOORN;MONTFOORT;13.746
V.O.F MEESTERS;STAPHORST;10.650
V.O.F N.I.D.;DRACHTEN;7.824
V.O.F NEELEMAN DE WITGOED SPECIALIST;WADDINXVEEN;3.459
V.O.F NEXT JEANS & FASHION;APPINGEDAM;2.424
V.O.F NOBEL'S KOFFIE T.H.O.D.N.     FORTUNE COFFEE REGIO ALKMAAR;HEILOO;3.033
V.O.F PANNENKOEKENHUIS OOTJE KONKEL;SCHARWOUDE;14.547
V.O.F PAVILJOEN ZOMERTIJDSTRAND;'S-GRAVENZANDE;10.692
V.O.F POSTEMA & VAN DER HARST;NIJETRIJNE;40.710
V.O.F RAADGEVER & RAADGEVER;APELDOORN;57.207
V.O.F RIJLING-DIJKHUIZEN;'S-GRAVENHAGE;25.176
V.O.F RISTORANTE LA MAREMMA;RIDDERKERK;6.423
V.O.F ROOS EN FERNO SPRONK          HAARVERZORGING;SCHINNEN;927
V.O.F S.R. JOEMAI HANDELSONDERNEMING;ROTTERDAM;1.242
V.O.F SCHOENMAKERIJ DE VRIES;LEKKERKERK;783
V.O.F SLAGERIJ J. VAN DER VELDT;WASSENAAR;7.683
V.O.F SPIJZ;DEN HELDER;26.424
V.O.F SPORT & SLANKSTUDIO OUD GASTEL;OUD GASTEL;14.817
V.O.F SPORT & SLANKSTUDIO OUD GASTEL;OUD GASTEL;4.236
V.O.F STEAKHOUSE EILAND;DE KOOG;5.493
V.O.F STEAKHOUSE EILAND;DE KOOG;4.080
V.O.F STEPHAN OPTIEK;HELMOND;5.475
V.O.F STERREN DIENSTVERLENING;AMSTERDAM;9.039
V.O.F 'T KOAIKERSHUUS;BUREN FR;5.199
V.O.F 'T OORTJE;UTRECHT;840
V.O.F 'T REURLSE SNACKHUUS &        DE NAOBER;RUURLO;5.943
V.O.F 'T STATIONNEKE;HEYTHUYSEN;1.245
V.O.F TANGRAM WONINGINRICHTING;AMSTERDAM;447
V.O.F VAN DE RIET-VERCOULEN;SEVENUM;6.534
V.O.F VAN HELVERT RECYCLING         NEDERLAND;DONGEN;12.036
V.O.F VERKEERSOPLEIDING VON KRIEGEN-BERGH;NUENEN;9.435
"V.O.F.  CHINEES INDISCH RESTAURANT  ""GOUDEN PIANO""";BARENDRECHT;3.696
V.O.F.  DE KONING;DELFT;4.542
V.O.F.  DE TWEE GEMEENTEN;JIRNSUM;9.693
V.O.F.  P & T CHARTERS;KAMPEN;17.490
V.O.F.  SCHOONHEIDSSALON BLOOMING;BOXMEER;1.077
"V.O.F. "" DE VRIJE VOGEL""";ELSLOO FR;7.347
"V.O.F. "" IDEETJE""";SNEEK;2.652
"V.O.F. "" KAPSALON SIEBENGA """;DE KNIPE;3.447
"V.O.F. "" 'T KEERNPUNT""";DIEVER;30.096
"V.O.F. ""AUTOSCHADE H. HUIZING EN ZN.";MUSSELKANAAL;2.193
"V.O.F. ""BLOEMENHANDEL BOUMAN""";EINDHOVEN;2.556
"V.O.F. ""BOSGRA-WAGENAAR""";BURDAARD;6.291
"V.O.F. ""BOUWKUNDIG TEKENBURO        H.WELLING """;GROESSEN;3.240
"V.O.F. ""BRUNA STEDEBROEC""";BOVENKARSPEL;8.526
"V.O.F. ""CAFETARIA GOOS""";NIEUWLEUSEN;4.503
"V.O.F. ""CHINEES-INDISCH RESTAURANT  PEKING""";DRACHTEN;10.296
"V.O.F. ""CROISSANTERIE DU NORD""";DRACHTEN;6.000
"V.O.F. ""D' DRIE GRAPEN""";MIDSLAND;23.184
"V.O.F. ""DE BOEIER""";HEEG;5.751
"V.O.F. ""DE BOLDER"" PARTYCENTRUM";DELFZIJL;5.064
"V.O.F. ""DE CENTRALE""";LEEUWARDEN;2.142
"V.O.F. ""DE ETERIJ"" DE DRIE          GEKROONDE LAARSJES";LOENEN AAN DE VECHT;2.769
"V.O.F. ""DE FANTAST""";JIRNSUM;1.458
"V.O.F. ""DE KAPPER"" HAARMODE VOOR HEMEN HAAR";LEERDAM;17.850
"V.O.F. ""DE PRIMEUR""";GORREDIJK;1.842
"V.O.F. ""DE STEE""";LEEUWARDEN;4.008
